# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|215|0011|14129|1|7|105|110|20101023|00:00|0.18000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101029|00:00|0.20000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101104|00:00|0.01800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101110|00:00|0.10000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101116|00:00|0.00210||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101122|00:00|0.00880||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101128|00:00|0.00940||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101204|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101210|00:00|0.07800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101216|00:00|0.02500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101222|00:00|0.00440||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101228|00:00|0.00850||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110103|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110109|00:00|0.00490||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110115|00:00|0.22000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110121|00:00|0.25000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110127|00:00|0.00980||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110202|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110208|00:00|0.04900||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110214|00:00|0.00820||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110220|00:00|0.14000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110226|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110304|00:00|0.00320||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110310|00:00|0.00560||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110316|00:00|0.00810||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110322|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110328|00:00|0.00240||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110403|00:00|0.01200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110409|00:00|0.00460||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110415|00:00|0.00900||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110421|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110427|00:00|0.00350||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110503|00:00|0.00490||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110509|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110515|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110521|00:00|0.00500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110527|00:00|0.00620||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110602|00:00|0.01800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110608|00:00|0.00330||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110614|00:00|0.01100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110620|00:00|0.00420||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110626|00:00|0.02600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110702|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110708|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110714|00:00|0.00420||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110720|00:00|0.00560||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110726|00:00|0.00430||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110801|00:00|0.00200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110807|00:00|0.00330||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110813|00:00|0.00490||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110819|00:00|0.01800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110825|00:00|0.00560||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110831|00:00|0.00470||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110906|00:00|0.00110||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110912|00:00|0.00000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110918|00:00|0.00190||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110924|00:00|0.01400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20110930|00:00|0.00560||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111006|00:00|0.01200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111012|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111018|00:00|0.01400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111024|00:00|0.02300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111030|00:00|0.00990||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111105|00:00|0.00400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111111|00:00|0.00990||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111117|00:00|0.00950||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111123|00:00|0.01200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111129|00:00|0.00190||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111205|00:00|0.00210||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111211|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111217|00:00|0.00390||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111223|00:00|0.00490||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20111229|00:00|0.00390||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120104|00:00|0.00470||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120110|00:00|0.01100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120116|00:00|0.00190||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120122|00:00|0.00230||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120128|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120203|00:00|0.00550||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120209|00:00|0.02500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120215|00:00|0.00620||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120221|00:00|0.00620||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120227|00:00|0.00300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120304|00:00|0.00250||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120310|00:00|0.00480||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120316|00:00|0.01000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120322|00:00|0.00240||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120328|00:00|0.00410||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120403|00:00|0.00500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120409|00:00||AN|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120415|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120421|00:00|0.00350||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120427|00:00|0.00710||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120503|00:00|0.02300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120509|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120515|00:00|0.00890||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120521|00:00|0.04400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120527|00:00|0.00950||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120602|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120608|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120614|00:00|0.00390||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120620|00:00|0.00600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120626|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120702|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120708|00:00|0.00160||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120714|00:00|0.00120||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120720|00:00|0.00120||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120726|00:00|0.00590||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120801|00:00|0.01000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120807|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120813|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120819|00:00|0.00340||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120825|00:00|0.00270||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120831|00:00|0.00000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120906|00:00|0.01400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120912|00:00|0.00610||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120918|00:00|0.00900||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120924|00:00|0.13000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20120930|00:00|0.00410||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121006|00:00|0.03100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121012|00:00|0.04800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121018|00:00|0.00320||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121024|00:00|0.01800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121030|00:00|0.00460||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121105|00:00|0.03700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121111|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121117|00:00|0.03300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121123|00:00|0.00650||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121129|00:00|0.02800||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121205|00:00|0.00750||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121211|00:00|0.02400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121217|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121223|00:00|0.00500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20121229|00:00|0.00280||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130104|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130110|00:00|0.00230||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130116|00:00|0.00150||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130122|00:00|0.00920||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130128|00:00|0.00420||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130203|00:00|0.00410||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130209|00:00|0.01000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130215|00:00|0.02000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130221|00:00|0.00480||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130227|00:00|0.00250||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130305|00:00|0.00190||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130311|00:00|0.00093||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130317|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130323|00:00|0.00330||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130329|00:00|0.01000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130404|00:00|0.00100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130410|00:00|0.00300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130416|00:00|0.00100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130422|00:00|0.00100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130428|00:00|0.00300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130504|00:00|0.00600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130510|00:00|0.00300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130516|00:00|0.00400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130522|00:00|0.00000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130528|00:00|0.00400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130603|00:00|0.00000|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130609|00:00|0.00100|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130615|00:00|0.00200|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130621|00:00|0.00200|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130627|00:00|0.00500|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130703|00:00|0.00200|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130709|00:00|0.00100|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130715|00:00||AV||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130721|00:00|0.00100|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130727|00:00|0.01500|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130802|00:00|0.00200|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130808|00:00|0.00700|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130814|00:00|0.01000|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130820|00:00|0.00100|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130826|00:00|0.00400|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130901|00:00|0.00200|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130907|00:00|0.00300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130913|00:00|0.00700|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130919|00:00|0.00400|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20130925|00:00|0.00700|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131001|00:00|0.00400|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131007|00:00|0.02300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131013|00:00|0.01900|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131019|00:00|0.03700|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131025|00:00|0.03400|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131031|00:00|0.00300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131106|00:00|0.00300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131112|00:00|0.03300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131118|00:00|0.07000|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131124|00:00|0.07800|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131130|00:00|0.00300|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131206|00:00|0.00141|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131212|00:00|0.02329|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131218|00:00|0.01451|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131224|00:00|0.00616|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20131230|00:00|0.00609|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140204|00:00||AG||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140210|00:00|0.02255|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140216|00:00|0.00679|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140222|00:00|0.03020|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140228|00:00|0.02555|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140306|00:00|0.00256|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140312|00:00|0.00141|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140318|00:00|0.00151|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140324|00:00||AM|||4|||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140330|00:00||AM|||4|||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140405|00:00||AM|||4|||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140411|00:00|0.00312|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140417|00:00|0.00288|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140423|00:00|0.00569|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140429|00:00|0.00117|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140505|00:00|0.00323|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140511|00:00||AV||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140517|00:00||AV||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140523|00:00|0.00598|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140529|00:00|0.00164|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140704|00:00|0.00391|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140710|00:00|0.00179|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140716|00:00|0.00552|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140722|00:00|0.00221|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140728|00:00|0.00687|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140803|00:00|0.00149|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140809|00:00||AV||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140815|00:00|0.01295|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140821|00:00|0.00555|||||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20140827|00:00|0.00691|||||||||||||||
# 1410 records were written
